Datetime,CO(GT),PT08.S1(CO),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),RH,AH,C6H6(GT)
2004-03-11 10:00:00,1.7,1233.0,827.0,112.0,1218.0,98.0,1446.0,860.0,58.4,0.7552,6.3
2004-03-11 11:00:00,1.5,1179.0,762.0,95.0,1328.0,92.0,1362.0,671.0,57.9,0.7352,5.0
2004-03-11 12:00:00,1.6,1236.0,774.0,104.0,1301.0,95.0,1401.0,664.0,66.8,0.7951,5.2
2004-03-11 13:00:00,1.9,1286.0,869.0,146.0,1162.0,112.0,1537.0,799.0,76.4,0.8393,7.3
2004-03-11 14:00:00,2.9,1371.0,1034.0,207.0,983.0,128.0,1730.0,1037.0,81.1,0.8736,11.5
2004-03-11 15:00:00,2.2,1310.0,933.0,184.0,1082.0,126.0,1647.0,946.0,79.8,0.8778,8.8
2004-03-11 16:00:00,2.2,1292.0,912.0,193.0,1103.0,131.0,1591.0,957.0,71.2,0.8569,8.3
2004-03-11 17:00:00,2.9,1383.0,1020.0,243.0,1008.0,135.0,1719.0,1104.0,67.6,0.8185,11.2
2004-03-11 18:00:00,4.8,1581.0,1319.0,281.0,799.0,151.0,2083.0,1409.0,64.2,0.8065,20.8
2004-03-11 19:00:00,6.9,1776.0,1488.0,383.0,702.0,172.0,2333.0,1704.0,69.3,0.8319,27.4
2004-03-11 20:00:00,6.1,1640.0,1404.0,351.0,743.0,165.0,2191.0,1654.0,67.8,0.8133,24.0
2004-03-11 21:00:00,3.9,1313.0,1076.0,240.0,957.0,136.0,1707.0,1285.0,64.0,0.7419,12.8
2004-03-11 22:00:00,1.5,965.0,749.0,94.0,1325.0,85.0,1333.0,821.0,63.4,0.6905,4.7
2004-03-11 23:00:00,1.0,913.0,629.0,47.0,1565.0,53.0,1252.0,552.0,60.8,0.6657,2.6
2004-03-12 00:00:00,1.7,1080.0,805.0,122.0,1254.0,97.0,1375.0,816.0,58.5,0.6438,5.9
2004-03-12 01:00:00,1.9,1044.0,829.0,133.0,1247.0,110.0,1378.0,832.0,59.7,0.6308,6.4
2004-03-12 02:00:00,1.4,988.0,718.0,82.0,1396.0,91.0,1304.0,692.0,61.8,0.6276,4.1
2004-03-12 03:00:00,0.8,889.0,574.0,30.71811125211019,1680.0,37.71745255754241,1187.0,512.0,62.3,0.6261,1.9
2004-03-12 04:00:00,0.9598835299085593,831.0,506.0,21.0,1893.0,32.0,1134.0,384.0,65.9,0.6248,1.1
2004-03-12 05:00:00,0.6,847.0,501.0,30.0,1895.0,44.0,1155.0,394.0,65.0,0.6233,1.0
2004-03-12 06:00:00,0.8,927.0,571.0,56.0,1685.0,71.0,1223.0,487.0,62.9,0.6234,1.8
2004-03-12 07:00:00,1.4,1091.0,730.0,109.0,1387.0,104.0,1361.0,748.0,65.1,0.6316,4.4
2004-03-12 08:00:00,4.4,1587.0,1236.0,307.0,897.0,141.0,1900.0,1400.0,63.1,0.6499,17.9
2004-03-12 09:00:00,4.6801896795918125,1545.0,1353.0,359.5460067509939,767.0,152.05211016220332,2058.0,1588.0,56.2,0.6561,22.1
2004-03-12 10:00:00,3.1,1350.0,1118.0,187.0,912.0,122.0,1712.0,1237.0,41.7,0.632,14.0
2004-03-12 11:00:00,2.7,1263.0,1037.0,216.0,969.0,143.0,1598.0,1167.0,38.4,0.6243,11.6
2004-03-12 12:00:00,2.1,1206.0,986.0,143.0,1035.0,113.0,1537.0,959.0,36.5,0.6195,10.2
2004-03-12 13:00:00,2.5,1252.0,1016.0,160.0,1008.0,116.0,1593.0,983.0,34.5,0.6262,11.0
2004-03-12 14:00:00,2.7,1287.0,1078.0,163.0,949.0,123.0,1660.0,1061.0,35.7,0.6559999999999999,12.8
2004-03-12 15:00:00,2.9,1353.0,1122.0,190.0,922.0,126.0,1740.0,1139.0,37.0,0.6609999999999999,14.2
2004-03-12 16:00:00,2.8,1309.0,1073.0,178.0,954.0,120.0,1657.0,1112.0,37.2,0.6657,12.7
2004-03-12 17:00:00,2.4,1274.0,1041.0,150.0,1006.0,119.0,1610.0,994.0,34.3,0.6549,11.7
2004-03-12 18:00:00,3.9,1510.0,1277.0,206.0,812.0,149.0,1910.0,1410.0,39.6,0.6766,19.3
2004-03-12 19:00:00,3.7,1525.0,1246.0,202.0,821.0,145.0,1847.0,1448.0,43.4,0.7084,18.2
2004-03-12 20:00:00,6.6,1843.0,1610.0,340.0,624.0,170.0,2390.0,1887.0,50.5,0.7478,32.6
2004-03-12 21:00:00,4.4,1598.0,1299.0,274.0,752.0,149.0,1941.0,1627.0,53.3,0.7536,20.1
2004-03-12 22:00:00,3.5,1484.0,1127.0,253.0,839.0,139.0,1723.0,1491.0,59.1,0.774,14.3
2004-03-12 23:00:00,5.4,1677.0,1346.0,300.0,741.0,134.0,2062.0,1657.0,64.6,0.7771,21.8
2004-03-13 00:00:00,2.7,1280.0,964.0,193.0,963.0,113.0,1544.0,1285.0,64.1,0.7597,9.6
2004-03-13 01:00:00,1.9,1196.0,873.0,139.0,1071.0,97.0,1463.0,1144.0,63.9,0.7423,7.4
2004-03-13 02:00:00,1.6,1184.0,782.0,83.0,1176.0,82.0,1365.0,1043.0,63.9,0.7256,5.4
2004-03-13 03:00:00,1.7,1172.0,783.0,147.7927259841436,1179.0,90.86274981759382,1380.0,996.0,67.5,0.7173,5.4
2004-03-13 04:00:00,1.8997629783340573,1147.0,821.0,109.0,1132.0,83.0,1412.0,992.0,71.1,0.7158,6.2
2004-03-13 05:00:00,1.0,978.0,625.0,62.0,1420.0,65.0,1274.0,819.0,63.6,0.6982,2.6
2004-03-13 06:00:00,1.2,1100.0,646.0,53.0,1406.0,60.0,1268.0,835.0,67.5,0.6887,2.9
2004-03-13 07:00:00,1.5,1112.0,770.0,139.0,1228.0,77.0,1409.0,940.0,71.9,0.6932,5.1
2004-03-13 08:00:00,2.7,1336.0,1043.0,256.0,935.0,96.0,1678.0,1192.0,71.6,0.6945,11.8
2004-03-13 09:00:00,3.7,1408.0,1153.0,295.0,830.0,119.0,1777.0,1411.0,59.7,0.7124,15.1
2004-03-13 10:00:00,3.2,1447.0,1081.0,250.0,869.0,126.0,1667.0,1465.0,51.2,0.7335,12.9
2004-03-13 11:00:00,4.1,1542.0,1184.0,296.0,808.0,158.0,1780.0,1583.0,42.2,0.7451,16.1
2004-03-13 12:00:00,3.6,1451.0,1117.0,239.0,875.0,161.0,1679.0,1387.0,33.8,0.7090000000000001,14.0
2004-03-13 13:00:00,2.8,1328.0,1059.0,153.0,987.0,124.0,1600.0,1101.0,31.3,0.695,12.3
2004-03-13 14:00:00,2.0,1207.0,924.0,118.0,1088.0,102.0,1488.0,850.0,34.8,0.7127,8.6
2004-03-13 15:00:00,2.0,1240.0,947.0,119.0,1049.0,116.0,1532.0,947.0,33.6,0.7042,9.2
2004-03-13 16:00:00,2.5,1306.0,987.0,138.0,1004.0,124.0,1554.0,1078.0,35.1,0.7012,10.2
2004-03-13 17:00:00,2.3,1326.0,1000.0,148.0,976.0,125.0,1602.0,1084.0,37.8,0.7117,10.6
2004-03-13 18:00:00,3.2,1473.0,1163.0,227.0,831.0,148.0,1779.0,1395.0,41.0,0.7451,15.5
2004-03-13 19:00:00,4.2,1609.0,1286.0,277.0,758.0,165.0,1922.0,1612.0,42.4,0.7569,19.6
2004-03-13 20:00:00,4.2,1611.0,1274.0,279.0,754.0,161.0,1915.0,1697.0,44.1,0.7786,19.2
2004-03-13 21:00:00,4.2,1621.0,1247.0,283.0,762.0,159.0,1860.0,1886.0,46.8,0.8091,18.3
2004-03-13 22:00:00,3.1,1444.0,1089.0,214.0,844.0,143.0,1748.0,1624.0,48.6,0.8059999999999999,13.1
2004-03-13 23:00:00,2.6,1418.0,1010.0,172.0,892.0,130.0,1603.0,1536.0,49.3,0.8193,10.9
2004-03-14 00:00:00,2.9,1534.0,1013.0,190.0,889.0,129.0,1611.0,1535.0,53.6,0.8498,11.0
2004-03-14 01:00:00,2.8,1484.0,1045.0,174.0,880.0,119.0,1624.0,1530.0,51.5,0.8536,11.9
2004-03-14 02:00:00,2.5,1367.0,925.0,128.0,953.0,104.0,1543.0,1337.0,58.9,0.8537,8.6
2004-03-14 03:00:00,2.4,1344.0,968.0,203.18611012391474,921.0,116.06242358784627,1620.0,1278.0,63.4,0.8674,9.7
2004-03-14 04:00:00,1.6013086277855457,1130.0,773.0,70.0,1130.0,82.0,1452.0,1051.0,61.1,0.8603,5.2
2004-03-14 05:00:00,1.2,1062.0,691.0,53.0,1272.0,70.0,1377.0,929.0,63.1,0.8533,3.7
2004-03-14 06:00:00,1.0,1076.0,618.0,44.0,1395.0,63.0,1333.0,872.0,62.2,0.8473,2.5
2004-03-14 07:00:00,0.9,1028.0,615.0,74.0,1384.0,67.0,1340.0,853.0,67.6,0.853,2.4
2004-03-14 08:00:00,1.4,1155.0,722.0,101.0,1225.0,84.0,1414.0,959.0,62.7,0.853,4.2
2004-03-14 09:00:00,1.6,1235.0,828.0,118.0,1055.0,83.0,1527.0,1093.0,60.0,0.8627,6.4
2004-03-14 10:00:00,2.2,1332.0,923.0,144.0,952.0,98.0,1614.0,1225.0,53.1,0.8728,8.6
2004-03-14 11:00:00,2.8,1445.0,1009.0,176.0,878.0,114.0,1696.0,1355.0,46.1,0.8789,10.9
2004-03-14 12:00:00,2.8,1416.0,1002.0,161.0,907.0,119.0,1677.0,1262.0,38.3,0.8474,10.7
2004-03-14 13:00:00,2.0,1281.0,880.0,113.0,1084.0,104.0,1525.0,980.0,31.4,0.7812,7.5
2004-03-14 14:00:00,1.8,1207.0,879.0,103.0,1104.0,102.0,1490.0,872.0,30.2,0.7616,7.5
2004-03-14 15:00:00,1.9,1258.0,906.0,112.0,1081.0,107.0,1511.0,900.0,29.0,0.7525,8.2
2004-03-14 16:00:00,3.0,1458.0,1045.0,170.0,974.0,129.0,1646.0,1099.0,28.4,0.7516,11.9
2004-03-14 17:00:00,2.9,1438.0,1051.0,180.0,943.0,128.0,1668.0,1206.0,30.8,0.7696,12.0
2004-03-14 18:00:00,2.5,1478.0,1055.0,160.0,929.0,121.0,1671.0,1262.0,36.7,0.8307,12.2
2004-03-14 19:00:00,4.6,1808.0,1312.0,261.0,753.0,157.0,1993.0,1698.0,41.7,0.8732,20.6
2004-03-14 20:00:00,5.9,1898.0,1381.0,325.0,681.0,173.0,2103.0,1905.0,46.1,0.9209999999999999,23.1
2004-03-14 21:00:00,3.4,1560.0,1140.0,217.0,784.0,146.0,1818.0,1648.0,49.6,0.932,14.7
2004-03-14 22:00:00,2.1,1324.0,940.0,146.0,924.0,121.0,1587.0,1423.0,51.0,0.9341,9.0
2004-03-14 23:00:00,2.2,1349.0,933.0,152.0,933.0,119.0,1617.0,1349.0,55.9,0.9314,8.8
2004-03-15 00:00:00,1.8,1239.0,872.0,104.0,985.0,99.0,1547.0,1250.0,54.7,0.9164,7.4
2004-03-15 01:00:00,1.8,1239.0,853.0,106.0,1010.0,93.0,1543.0,1174.0,57.0,0.9094,6.9
2004-03-15 02:00:00,1.8,1224.0,855.0,108.0,998.0,88.0,1566.0,1149.0,61.3,0.9361,7.0
2004-03-15 03:00:00,1.1,1078.0,734.0,38.062495065728086,1128.0,72.2446042589273,1487.0,1021.0,63.5,0.9229999999999999,4.4
2004-03-15 04:00:00,1.4027190080913288,1078.0,711.0,66.0,1150.0,71.0,1468.0,1013.0,65.4,0.9351,4.0
2004-03-15 05:00:00,1.0,1075.0,703.0,88.0,1156.0,74.0,1464.0,1010.0,67.4,0.9375,3.9
2004-03-15 06:00:00,1.4,1157.0,830.0,138.0,1030.0,80.0,1584.0,1083.0,70.5,0.9475,6.4
2004-03-15 07:00:00,2.2,1314.0,966.0,228.0,897.0,89.0,1710.0,1235.0,70.2,0.9401,9.7
2004-03-15 08:00:00,5.5,1797.0,1451.0,360.0,652.0,114.0,2323.0,1680.0,63.9,0.917,25.9
2004-03-15 09:00:00,8.1,1961.0,1701.0,478.0,537.0,149.0,2665.0,2184.0,54.3,0.9076,36.7
2004-03-15 10:00:00,5.8,1771.0,1470.0,394.0,622.0,157.0,2262.0,1973.0,45.6,0.8993,26.6
2004-03-15 11:00:00,4.2,1564.0,1300.0,319.0,710.0,155.0,2029.0,1798.0,38.5,0.8801,20.1
2004-03-15 12:00:00,3.1,1430.0,1120.0,201.0,831.0,134.0,1783.0,1522.0,34.1,0.8904,14.1
2004-03-15 13:00:00,2.9,1417.0,1146.0,171.0,830.0,119.0,1831.0,1404.0,32.2,0.9096,14.9
2004-03-15 14:00:00,2.9,1400.0,1162.0,159.0,838.0,111.0,1829.0,1263.0,30.0,0.8757,15.4
2004-03-15 15:00:00,2.5,1317.0,1053.0,153.0,926.0,104.0,1707.0,1137.0,28.9,0.8736,12.1
2004-03-15 16:00:00,2.3,1318.0,1033.0,143.0,950.0,99.0,1675.0,1068.0,29.4,0.8848,11.5
2004-03-15 17:00:00,2.8,1445.0,1141.0,156.0,857.0,110.0,1824.0,1252.0,31.3,0.9137,14.8
2004-03-15 18:00:00,6.1,1917.0,1601.0,314.0,631.0,162.0,2447.0,1843.0,35.4,0.9547,32.1
2004-03-15 19:00:00,8.0,2040.0,1754.0,404.0,542.0,187.0,2679.0,2122.0,42.5,1.0086,39.2
2004-03-15 20:00:00,6.5,1895.0,1573.0,320.0,565.0,165.0,2443.0,1992.0,52.6,1.0945,31.0
2004-03-15 21:00:00,4.2,1595.0,1294.0,256.0,678.0,145.0,2058.0,1707.0,57.4,1.0786,19.9
2004-03-15 22:00:00,3.2,1439.0,1159.0,193.0,764.0,125.0,1856.0,1494.0,60.2,1.0654,15.3
2004-03-15 23:00:00,1.4,1142.0,852.0,89.0,1008.0,101.0,1547.0,1164.0,61.4,1.058,6.9
2004-03-16 00:00:00,2.1,1304.0,1019.0,127.0,852.0,103.0,1731.0,1272.0,65.7,1.0494,11.1
2004-03-16 01:00:00,1.2,1074.0,784.0,79.0,1098.0,88.0,1483.0,1040.0,60.6,1.0148,5.4
2004-03-16 02:00:00,0.8,968.0,640.0,43.0,1320.0,61.0,1386.0,867.0,59.2,0.9879,2.8
2004-03-16 03:00:00,0.7,929.0,608.0,2.4685320891479847,1376.0,44.12380526671268,1364.0,826.0,62.1,0.9636,2.3
2004-03-16 04:00:00,1.0459865450254138,941.0,626.0,59.0,1316.0,59.0,1373.0,840.0,66.2,0.945,2.6
2004-03-16 05:00:00,0.6,937.0,585.0,38.0,1412.0,52.0,1348.0,793.0,63.2,0.9283,2.0
2004-03-16 06:00:00,0.9,1017.0,681.0,82.0,1246.0,64.0,1418.0,870.0,68.5,0.9081,3.5
2004-03-16 07:00:00,1.3,1171.0,770.0,99.0,1162.0,70.0,1467.0,930.0,66.5,0.8705,5.1
2004-03-16 08:00:00,3.4,1541.0,1185.0,263.0,770.0,97.0,1889.0,1407.0,63.7,0.8719,16.2
2004-03-16 09:00:00,3.7,1539.0,1287.0,229.0,698.0,95.0,2055.0,1507.0,56.3,0.8743,19.7
2004-03-16 10:00:00,5.3,1735.0,1431.0,396.0,628.0,150.0,2211.0,1843.0,42.9,0.8672,25.1
2004-03-16 11:00:00,4.1,1571.0,1297.0,314.0,730.0,162.0,1973.0,1729.0,33.3,0.8417,20.0
2004-03-16 12:00:00,3.3,1452.0,1250.0,217.0,776.0,154.0,1868.0,1583.0,27.4,0.8231,18.3
2004-03-16 13:00:00,4.0,1579.0,1359.0,252.0,724.0,161.0,1998.0,1671.0,26.1,0.8264,22.3
2004-03-16 14:00:00,3.8,1466.0,1309.0,263.0,773.0,161.0,1897.0,1491.0,23.2,0.7589,20.4
2004-03-16 15:00:00,2.8,1280.0,1136.0,180.0,893.0,128.0,1675.0,1240.0,20.2,0.7094,14.6
2004-03-16 16:00:00,2.9,1407.0,1197.0,184.0,905.0,129.0,1759.0,1313.0,18.6,0.7014,16.6
2004-03-16 17:00:00,2.9,1389.0,1173.0,190.0,898.0,133.0,1739.0,1363.0,19.1,0.7098,15.8
2004-03-16 18:00:00,3.4,1447.0,1235.0,184.0,859.0,139.0,1778.0,1296.0,25.7,0.7519,17.8
2004-03-16 19:00:00,3.9,1551.0,1271.0,181.0,800.0,137.0,1875.0,1432.0,34.8,0.873,19.1
2004-03-16 20:00:00,3.2,1474.0,1173.0,166.0,854.0,143.0,1776.0,1432.0,36.7,0.8704,15.8
2004-03-16 21:00:00,5.1,1800.0,1426.0,317.0,700.0,177.0,2106.0,2034.0,41.3,0.9007,24.9
2004-03-16 22:00:00,2.6,1379.0,1101.0,184.0,818.0,138.0,1710.0,1602.0,45.9,0.9342,13.5
2004-03-16 23:00:00,1.7,1201.0,943.0,130.0,935.0,117.0,1560.0,1362.0,48.9,0.9226,9.1
2004-03-17 00:00:00,1.7,1205.0,925.0,132.0,922.0,107.0,1547.0,1314.0,52.9,0.9271,8.6
2004-03-17 01:00:00,1.2,1072.0,784.0,95.0,1066.0,90.0,1442.0,1114.0,51.9,0.9059,5.4
2004-03-17 02:00:00,0.9,998.0,714.0,70.0,1169.0,79.0,1383.0,992.0,55.6,0.8909999999999999,4.1
2004-03-17 03:00:00,0.7,933.0,625.0,12.882097336447082,1292.0,56.56379833589914,1332.0,884.0,57.9,0.8666,2.6
2004-03-17 04:00:00,0.8839452729008554,883.0,577.0,54.0,1396.0,60.0,1303.0,808.0,57.9,0.8447,1.9
2004-03-17 05:00:00,0.5,869.0,554.0,28.0,1460.0,40.0,1268.0,667.0,58.0,0.8026,1.6
2004-03-17 06:00:00,0.5,891.0,576.0,46.0,1417.0,53.0,1289.0,733.0,57.4,0.7978,1.9
2004-03-17 07:00:00,1.6,1173.0,878.0,160.0,1038.0,84.0,1556.0,1052.0,65.2,0.7956,7.5
2004-03-17 08:00:00,4.1,1587.0,1334.0,320.0,702.0,108.0,1999.0,1534.0,60.2,0.7958,21.4
2004-03-17 09:00:00,6.6,1852.0,1696.0,377.0,553.0,127.0,2535.0,1931.0,50.0,0.802,36.4
2004-03-17 10:00:00,4.3,1522.0,1331.0,280.0,703.0,134.0,2026.0,1734.0,40.1,0.8048,21.3
2004-03-17 11:00:00,2.9,1438.0,1161.0,221.0,819.0,135.0,1782.0,1595.0,33.4,0.8265,15.4
2004-03-17 12:00:00,2.5,1393.0,1067.0,210.0,905.0,142.0,1654.0,1490.0,28.3,0.8471,12.5
2004-03-17 13:00:00,2.8,1452.0,1152.0,204.0,861.0,153.0,1747.0,1508.0,25.6,0.8254,15.1
2004-03-17 14:00:00,2.6,1389.0,1108.0,161.0,887.0,123.0,1712.0,1334.0,25.9,0.8503,13.7
2004-03-17 15:00:00,2.0,1207.0,994.0,135.0,1013.0,104.0,1520.0,1045.0,18.7,0.65,10.4
2004-03-17 16:00:00,2.9,1365.0,1154.0,186.0,940.0,129.0,1679.0,1221.0,15.8,0.6309,15.2
2004-03-17 17:00:00,2.5,1247.0,1060.0,147.0,1032.0,114.0,1525.0,1069.0,14.9,0.5708,12.3
2004-03-17 18:00:00,5.0,1557.0,1478.0,299.0,793.0,158.0,1981.0,1569.0,16.0,0.5237,27.0
2004-03-17 19:00:00,7.6,1973.0,1737.0,411.0,617.0,194.0,2414.0,2306.0,26.5,0.7403,38.4
2004-03-17 20:00:00,6.7,1975.0,1667.0,347.0,597.0,182.0,2416.0,2359.0,38.2,0.9133,35.1
2004-03-17 21:00:00,5.7,1795.0,1485.0,336.0,653.0,180.0,2174.0,2050.0,42.6,0.9294,27.2
2004-03-17 22:00:00,2.8,1444.0,1150.0,202.0,770.0,136.0,1727.0,1727.0,44.1,0.8558,15.0
2004-03-17 23:00:00,2.6,1488.0,1171.0,178.0,731.0,127.0,1778.0,1705.0,50.9,0.9206,15.7
2004-03-18 00:00:00,2.3,1371.0,1083.0,154.0,796.0,116.0,1669.0,1551.0,53.9,0.9024,13.0
2004-03-18 01:00:00,1.4,1161.0,904.0,92.0,947.0,107.0,1502.0,1240.0,55.4,0.8975,8.1
2004-03-18 02:00:00,1.0,1064.0,787.0,61.0,1057.0,88.0,1407.0,1115.0,52.1,0.8686,5.5
2004-03-18 03:00:00,0.7,970.0,687.0,34.84714594741348,1196.0,70.34851495316822,1351.0,969.0,53.9,0.8501,3.6
2004-03-18 04:00:00,1.0847600866831604,954.0,645.0,60.0,1260.0,78.0,1334.0,925.0,61.9,0.8442,2.9
2004-03-18 05:00:00,0.6,931.0,623.0,37.0,1293.0,57.0,1307.0,828.0,58.9,0.8233,2.5
2004-03-18 06:00:00,0.7,938.0,650.0,68.0,1251.0,71.0,1333.0,893.0,62.1,0.8113,3.0
2004-03-18 07:00:00,1.5,1166.0,885.0,139.0,1005.0,85.0,1551.0,1075.0,63.3,0.8067,7.7
2004-03-18 08:00:00,4.7,1643.0,1384.0,339.0,667.0,124.0,2094.0,1610.0,60.0,0.8117,23.3
2004-03-18 09:00:00,6.6,1934.0,1682.0,421.0,541.0,151.0,2468.0,2051.0,50.6,0.8186,35.8
2004-03-18 10:00:00,4.5,1617.0,1333.0,349.0,686.0,150.0,2010.0,1819.0,40.5,0.821,21.3
2004-03-18 11:00:00,2.8,1473.0,1127.0,224.0,831.0,152.0,1752.0,1568.0,34.4,0.8365,14.3
2004-03-18 12:00:00,2.2,1379.0,1068.0,171.0,899.0,139.0,1663.0,1374.0,28.2,0.8219,12.5
2004-03-18 13:00:00,2.2,1385.0,1056.0,149.0,891.0,133.0,1648.0,1268.0,28.7,0.8515,12.2
2004-03-18 14:00:00,2.3,1379.0,1087.0,137.0,901.0,126.0,1660.0,1144.0,24.9,0.7829,13.1
2004-03-18 15:00:00,2.2,1322.0,1129.0,149.0,934.0,128.0,1639.0,1109.0,17.8,0.6275,14.4
2004-03-18 16:00:00,2.8,1496.0,1205.0,172.0,822.0,169.0,1767.0,1347.0,23.1,0.818,16.8
2004-03-18 17:00:00,2.7,1409.0,1131.0,166.0,873.0,149.0,1689.0,1206.0,23.9,0.7832,14.5
2004-03-18 18:00:00,3.7,1513.0,1338.0,214.0,764.0,156.0,1957.0,1397.0,26.8,0.7446,21.5
2004-03-18 19:00:00,5.1,1667.0,1464.0,280.0,683.0,168.0,2118.0,1588.0,31.1,0.7523,26.4
2004-03-18 20:00:00,5.1,1667.0,1453.0,276.0,684.0,176.0,2051.0,1569.0,36.2,0.7676,26.0
2004-03-18 21:00:00,3.2,1430.0,1121.0,178.0,814.0,135.0,1732.0,1322.0,48.4,0.8768,14.1
2004-03-18 22:00:00,2.1,1333.0,989.0,129.0,885.0,121.0,1621.0,1194.0,57.8,0.9456,10.3
2004-03-18 23:00:00,1.7,1262.0,911.0,95.0,948.0,99.0,1545.0,1062.0,64.2,0.9606,8.3
2004-03-19 00:00:00,2.0,1287.0,936.0,126.0,918.0,106.0,1606.0,1040.0,69.7,0.9735,8.9
2004-03-19 01:00:00,1.6,1134.0,840.0,103.0,1021.0,96.0,1501.0,917.0,71.1,0.9915,6.6
2004-03-19 02:00:00,0.9,999.0,688.0,48.0,1229.0,63.0,1380.0,594.0,69.3,1.0029,3.6
2004-03-19 03:00:00,0.7,961.0,622.0,18.82957042287569,1382.0,37.223967949336895,1301.0,430.0,67.5,0.9768,2.5
2004-03-19 04:00:00,0.9830327087709922,934.0,569.0,20.0,1440.0,32.0,1280.0,397.0,67.7,0.9665,1.8
2004-03-19 05:00:00,0.5,913.0,525.0,18.0,1620.0,28.0,1260.0,370.0,66.8,0.9620000000000001,1.3
2004-03-19 06:00:00,0.7,969.0,607.0,56.0,1373.0,61.0,1324.0,438.0,66.3,0.9487,2.3
2004-03-19 07:00:00,1.5,1182.0,845.0,115.0,1054.0,99.0,1539.0,704.0,64.9,0.9332,6.7
2004-03-19 08:00:00,4.8,1740.0,1372.0,320.0,671.0,157.0,2144.0,1476.0,61.6,0.9209,22.8
2004-03-19 09:00:00,6.2,1819.0,1582.0,357.0,575.0,166.0,2456.0,1716.0,58.8,0.912,31.3
2004-03-19 10:00:00,4.0,1427.0,1275.0,253.0,701.0,149.0,1980.0,1398.0,57.1,0.9032,19.2
2004-03-19 11:00:00,3.3,1390.0,1191.0,218.0,759.0,135.0,1879.0,1268.0,54.4,0.8917,16.4
2004-03-19 12:00:00,2.8,1283.0,1117.0,192.0,813.0,127.0,1751.0,1188.0,50.1,0.8744,14.0
2004-03-19 13:00:00,3.0,1304.0,1157.0,176.0,793.0,122.0,1801.0,1171.0,47.6,0.8655,15.3
2004-03-19 14:00:00,3.3,1364.0,1202.0,198.0,771.0,135.0,1875.0,1250.0,47.1,0.8640000000000001,16.7
2004-03-19 15:00:00,3.5,1410.0,1268.0,212.0,724.0,139.0,1957.0,1344.0,47.5,0.8791,19.0
2004-03-19 16:00:00,4.0,1476.0,1280.0,249.0,708.0,147.0,1955.0,1378.0,50.2,0.9094,19.4
2004-03-19 17:00:00,4.6,1522.0,1320.0,270.0,690.0,158.0,2005.0,1435.0,50.7,0.9142,20.9
2004-03-19 18:00:00,4.1,1442.0,1301.0,231.0,704.0,146.0,1952.0,1372.0,50.3,0.8989,20.2
2004-03-19 19:00:00,4.5,1469.0,1344.0,251.0,677.0,144.0,1997.0,1471.0,50.6,0.884,21.7
2004-03-19 20:00:00,3.9,1467.0,1292.0,210.0,698.0,138.0,1942.0,1439.0,51.4,0.8956,19.8
2004-03-19 21:00:00,4.0,1421.0,1202.0,249.0,748.0,143.0,1854.0,1429.0,53.1,0.9117,16.7
2004-03-19 22:00:00,2.2,1175.0,945.0,143.0,904.0,116.0,1604.0,1081.0,57.6,0.9573,9.1
2004-03-19 23:00:00,2.1,1215.0,912.0,127.0,948.0,109.0,1547.0,993.0,58.3,0.938,8.3
