Datetime,Volume,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,GBP,JPY,CAD,CNY,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,FCHI,FTSE,GDAXI,GSPC,HSI,DJI,SSEC,RUT,NYSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,AUD,Brent,CAC-F,copper-F,WIT-oil,DAX-F,DJI-F,EUR,FTSE-F,gold-F,HSI-F,KOSPI-F,NASDAQ-F,GAS-F,Nikkei-F,NZD,silver-F,RUSSELL-F,S&P-F,CHF,Dollar index-F,Dollar index,wheat-F,XAG,XAU,Close
2010-11-08,-0.1402489428,0.0004149195,0.000636273,0.014592963600000003,0.0026642772999999997,3.0025853291000004,3.581104743,4.0066006838999995,7.397816504400001,2537.40287242,2497.25668012,2412.19751351,2325.03012114,0.12,0.13,0.16,1.13,2.6,0.0025331031,-0.0050161233000000005,4.79,5.85,-0.0040845316,0.0045062641999999995,-0.0026236246000000004,-0.0009771057,0.0046983633,0.0071441177,-0.0011955169999999999,-0.0049497292,-0.0105032001,-0.0014897952,-0.0061600959999999995,0.0045714286,-0.0007736119,-0.0043230933,-0.0005478361,-0.0021209577,0.0035192933000000007,-0.0032541046,0.0095909638,0.0002443598,-0.0023664614,2.48,2.47,2.44,0.01,0.04,1.06,3.25,5.69,5.72,5.73,0.0,0.0789473684,0.0272727273,-0.3,0.4,-0.05,0.23,0.24,0.07,-0.12,-0.81,-0.2,0.39,0.43,0.16,-0.03,3.84,0.73,-1.17,1.8,-0.14,-0.16,0.53,0.61,0.63,1.1,3.63,1.12,2580.050049
2010-11-09,0.19898517780000002,-0.0066161775,0.0004149195,0.000636273,0.014592963600000003,1.1628074682,2.6304490057,5.1716297639999995,5.9993739528,2542.05325562,2503.51604201,2418.11055141,2327.39778142,0.11,0.13,0.16,1.27,2.72,-0.00034455040000000003,0.0234065538,4.93,5.97,-0.0057540118,-0.0006162559,0.0045009002000000005,0.0038219627,-0.0079718975,-0.010000587,-0.005385877,-0.0003109591,-0.0150579124,0.0052220069,-0.031336155899999996,0.0044083759999999994,0.0081789637,0.0043077256,0.005527006700000001,-0.0080523,-0.0101652692,-0.0052678783,-0.0077581485,-0.0146450584,-0.0102657518,2.61,2.59,2.56,0.02,0.05,1.04,3.25,5.81,5.84,5.86,0.0,0.1219512195,0.12389380529999999,-0.99,-0.15,0.76,2.2,-0.39,0.53,-0.43,-1.02,0.43,0.5,-0.78,0.34,-0.35,2.98,-0.31,-1.27,5.37,-1.18,-0.74,0.13,0.54,0.53,-2.27,-3.03,-1.31,2562.97998
2010-11-10,-0.07344127339999999,0.006164718100000001,-0.0066161775,0.0004149195,0.000636273,1.5159809271,3.0168667537,4.9397995957,5.6344568159,2548.73085078,2510.68404077,2424.41131524,2329.89909732,0.12,0.13,0.16,1.23,2.65,0.0083869485,-0.0214637579,4.92,5.96,-0.0072156805,0.0060797142,0.0025888679,-0.0056511572,0.006169359100000001,0.0179714449,-0.0042119131,-0.0055978388,0.0180450367,-0.0003710575,0.0159971922,0.0070791451,-0.014511966299999996,-0.009923116,-0.0100135706,0.0043760812,-0.008497982099999999,0.0009068710000000001,-0.0062660424,0.0122455374,0.005861865,2.53,2.52,2.49,0.01,0.04,1.04,3.31,5.8,5.83,5.84,0.0,-0.043478260899999996,-0.031496063,0.27,0.71,-1.32,-1.83,1.26,-0.96,-0.1,0.04,-0.94,-0.76,-1.18,1.25,-0.08,-3.9,1.24,0.7,-7.06,0.81,0.25,0.23,0.24,0.25,-1.53,1.49,0.92,2578.780029
2010-11-11,0.2806751612,-0.0090197724,0.006164718100000001,-0.0066161775,0.0004149195,-0.8466119043000001,1.9203348829,3.8968683213,4.9331169168999995,2549.96524518,2514.95413403,2429.55283307,2332.14408162,0.0,0.0,0.0,0.0,0.0,0.0,0.0057533261,4.92,5.97,0.007641875,0.0076119043999999985,-0.0066540868,-0.0013567498,-0.004339238400000001,-0.0170772917,-0.0120845325,-0.00046916339999999995,-0.0147710245,-0.0096511132,-0.013645871200000001,0.0098412067,-0.0054262889,-0.0002922015,0.0005313091,-0.0042421266,0.0081504669,-0.0065105371,0.0103962242,-0.0044769524,-0.0031261507,0.0,0.0,0.0,0.0,0.0,1.05,5.97,5.97,5.97,5.97,-1.0,-1.0,-1.0,-0.84,-0.17,-0.52,1.31,0.0,0.02,-0.53,-0.91,-0.03,0.29,1.07,-0.43,-0.09,-2.94,0.51,-0.52,2.01,-0.18,-0.25,0.59,0.76,0.76,-0.7,1.65,0.4,2555.52002
2010-11-12,-0.1438253424,-0.0145997913,-0.0090197724,0.006164718100000001,-0.0066161775,-2.356358695,0.4307253054,1.5657105044,2.0026142816,2544.19155715,2515.26421279,2433.02958319,2333.99548341,0.11,0.13,0.17,1.35,2.76,-0.0328130341,-0.0071505184,4.95,6.0,-0.0010308722,0.002505985,0.0039992002000000006,-0.0014340705,-0.0272225171,-0.0275283333,-0.006116208000000001,-0.003911139,-0.0102448526,-0.0153673163,-0.023057821099999997,-0.011694333500000001,-0.009368166899999999,-0.0031469756,0.0016657776999999998,-0.0118084921,-0.019340683600000002,-0.008022576600000001,-0.0515635459,-0.01682659,-0.0129479334,2.65,2.63,2.59,0.02,0.06,1.05,3.24,5.83,5.87,5.89,0.0,0.0,0.0,-1.08,-2.78,-0.6,-3.21,-3.34,0.1,-0.8,0.26,-0.33,-2.69,-1.95,-2.29,-1.78,-3.26,-1.22,-0.53,-5.34,-1.67,-1.28,0.46,-0.17,-0.18,-5.04,-6.03,-2.87,2518.209961
2010-11-15,-0.15493272619999998,-0.0017432593,-0.0145997913,-0.0090197724,0.006164718100000001,-2.5670037302,0.35850512149999997,0.9221739204,1.3367473646999999,2538.66946821,2515.12667519,2436.19783749,2335.78478276,0.12,0.14,0.19,1.51,2.92,-0.00011779950000000001,-0.0144040331,5.07,6.12,0.0014516645,0.0007280305,0.0061740689,0.0019954649,-0.0032139144,-0.0409222555,-0.0030768615000000003,0.007381828399999998,0.0118657154,-0.0026645984000000004,0.0039941538,-0.0071840402,0.0086449581,0.0040538909,0.0082499299,-0.0012174357,-0.0080668694,0.0008389173,0.009706467,0.0009314749,-0.0007517102999999999,2.8,2.78,2.73,0.02,0.07,1.05,3.2,5.93,5.98,6.0,0.11764705880000001,0.0392156863,0.1185185185,-0.18,0.42,0.86,0.87,-0.02,0.75,0.19,-0.78,0.32,0.22,-1.1,0.08,-0.27,1.21,0.82,-0.14,0.35,0.14,0.02,0.45,0.56,0.56,0.19,-2.0,-0.69,2513.820068
2010-11-16,0.2061753257,-0.0174952776,-0.0017432593,-0.0145997913,-0.0090197724,-3.634046802,-2.5134963015,-1.0991895443000002,1.3496435159,2526.15503545,2510.81366689,2437.51714143,2337.11866639,0.13,0.15,0.19,1.49,2.85,-0.030042412799999998,-0.0142491779,4.95,6.0,-0.0053264207,0.0083909542,-0.0006927949,0.0007392656,-0.017750143,-0.0070484269,-0.0209877148,-0.0155908952,-0.011726571299999999,-0.014885572,-0.016636491899999998,-0.021850183500000002,-0.026336360899999998,-0.0237956158,-0.018693153400000002,-0.0162054135,-0.0139075897,-0.0159319951,-0.0397672769,-0.020279433,-0.019019323600000002,2.72,2.7,2.66,0.02,0.06,1.05,3.15,5.81,5.85,5.87,0.0,-0.0377358491,-0.013245033100000001,-0.81,-2.27,-2.68,-5.07,-2.97,-1.66,-1.69,-0.68,-2.19,-2.2,-1.42,-0.68,-1.75,-0.7,-0.41,-0.5,-3.29,-2.04,-1.76,1.14,0.84,0.88,-6.53,-0.12,-1.37,2469.840088
2010-11-17,-0.1870246946,0.0024981059,-0.0174952776,-0.0017432593,-0.0145997913,-3.9852185081,-2.5296527335,-1.0885804867,0.7577192798000001,2517.03775809,2507.4990329,2439.02666569,2338.50066981,0.13,0.14,0.19,1.49,2.89,-0.023077857400000002,-0.0085248332,4.97,6.02,-0.0097225477,0.0026213173000000003,0.0119837576,-0.0005427327,-0.0036142179999999998,0.0036126696000000004,-0.0031525851,-0.001266994,-0.0108558695,-0.009298683,-0.0121368146,0.0010153757,0.007941625400000001,0.0018832074,0.005527279300000001,0.00021216290000000001,-0.0201982948,-0.0014169834,-0.0192366279,0.003445137,0.0021585283,2.76,2.75,2.7,0.01,0.06,1.05,3.13,5.83,5.88,5.89,0.0,-0.0196078431,0.0,0.17,-1.71,0.8,0.11,-2.31,0.43,0.1,0.19,0.15,-0.11,-1.61,-0.1,0.3,5.55,0.51,0.39,1.1,0.23,0.23,-0.58,-0.15,-0.16,1.0,0.55,-0.27,2476.01001
2010-11-18,0.12685408480000002,0.0155047402,0.0024981059,-0.0174952776,-0.0017432593,-1.6090704700999998,-2.4420597923,0.28036487120000003,2.2250944938,2516.55814789,2508.15625853,2441.98247888,2340.25091093,0.13,0.15,0.19,1.51,2.9,0.018028099,0.0095327103,4.98,6.02,0.0021331719,-0.0033581076,0.0012722646000000002,0.0005731956,0.0263893719,0.036753974,0.0145478178,0.012210608799999998,0.012251148500000001,0.0105592491,0.0241995151,0.0188377911,0.0199401087,0.0133682493,0.0197072631,0.015357313000000001,0.018218372099999998,0.0157478632,0.0093681966,0.0184664603,0.0175169426,2.77,2.75,2.71,0.02,0.06,1.04,3.12,5.83,5.87,5.89,0.0,0.04,0.013422818799999998,1.1,2.13,1.93,2.74,1.75,1.84,1.65,0.93,1.28,1.2,1.47,1.64,1.78,-0.57,1.53,1.05,5.19,2.12,1.72,0.47,-0.61,-0.58,2.09,5.11,1.24,2514.399902
2010-11-19,-0.1011355086,0.0014795638,0.0155047402,0.0024981059,-0.0174952776,-0.0035677724,-2.3598423979,0.4271421657,1.562086871,2516.84214228,2509.10519743,2444.96826861,2342.02075377,0.12,0.14,0.19,1.54,2.88,-0.0028089888,-0.005739677800000001,4.93,5.99,0.0082186894,0.0052948617,-0.0046916234999999995,-0.0014924698,-0.0055117369,0.0039593653,0.0112218197,0.0,-0.006303580400000001,-0.0058049149,-0.0007270083999999999,0.0032712702000000002,-0.0020191623000000002,-0.006223306600000001,0.0016744377,0.0025403732,-0.0013402362,0.0019961431,0.0080664463,0.004883133400000001,0.0027743181,2.76,2.74,2.69,0.02,0.07,1.06,3.11,5.8,5.85,5.87,0.0,0.0,0.0198675497,-0.29,-0.83,-0.83,0.08,-0.42,0.21,0.03,0.31,-0.63,-0.05,0.34,0.8,-0.04,3.92,0.7,-0.06,1.29,0.28,0.04,-0.32,-0.18,-0.15,5.63,1.52,-0.03,2518.1201170000004
2010-11-22,0.0059249757,0.0055199522999999995,0.0014795638,0.0155047402,0.0024981059,0.7239958115,-1.8615929183000002,1.085096495,1.6528462324000002,2519.60175641,2511.28756148,2448.38206278,2343.91129374,0.12,0.15,0.2,1.44,2.8,-0.0050214329,0.0104283054,4.89,5.94,-0.0029610239,-0.0006583672,-0.0022586664,0.0006945074,0.021615035299999998,0.033794392400000005,-0.0117138108,-0.0032900359,-0.0228368942,0.0015569871,-0.0196434704,-0.0049617096,-0.010691271799999999,-0.0090706115,-0.0031416444,-0.0015753662,-0.0034606628999999996,-0.0022287335000000003,-0.0014522168,0.0041002154,-0.0040282621,2.68,2.65,2.6,0.03,0.08,1.05,3.14,5.74,5.79,5.82,0.052631578899999996,-0.057692307699999994,-0.0649350649,0.24,-0.45,-0.23,-2.19,0.28,-0.22,-0.13,-0.45,-0.7,0.41,-0.27,0.24,0.98,2.57,0.7,-1.03,-0.95,-0.21,-0.02,-0.42,0.23,0.23,0.31,1.76,0.95,2532.02002
2010-11-23,0.022528193999999998,-0.014640511799999999,0.0055199522999999995,0.0014795638,0.0155047402,1.016659464,-2.6543332188,-1.5223905355,-0.09370509490000001,2515.11960997,2509.73159858,2450.20825448,2345.41416595,0.15,0.15,0.2,1.4,2.77,-0.0055391432999999995,0.0154810173,4.85,5.9,-0.0036040202000000004,-0.0023357489,0.0032086614,0.0006487627999999999,-0.014775303600000001,-0.012852878799999998,-0.0168434799,-0.011788745900000001,-0.0228511308,-0.023707695299999998,-0.0055659367,-0.0172389082,-0.0247375477,-0.0175151393,-0.017157571200000003,-0.0142840333,-0.0266909703,-0.012721648,-0.0194458723,-0.0101742315,-0.0183343349,2.62,2.62,2.57,0.0,0.05,1.05,3.13,5.7,5.75,5.75,0.0,-0.0816326531,-0.027777777799999997,-1.63,-0.85,-2.55,-1.28,-0.6,-1.59,-1.35,-1.86,-1.6,1.46,-2.74,-1.0,-1.65,-0.16,-1.85,-1.37,-0.21,-1.06,-1.65,0.88,1.26,1.27,-0.84,-1.04,0.79,2494.949951
2010-11-24,-0.1361440817,0.0193070671,-0.014640511799999999,0.0055199522999999995,0.0014795638,2.7104133961000003,-1.3828210083,0.112196616,1.5923278781,2520.21061125,2512.91145748,2453.85185693,2347.38138934,0.16,0.16,0.2,1.56,2.93,0.0299542023,-0.0036297640999999998,4.98,6.03,-0.0088821052,-0.0002521791,0.0021976728,0.0003015545,0.019661173100000002,0.0538050129,0.0114213198,0.0066804836,0.0140844801,0.0099522289,0.0115672392,0.0130471725,0.0062265226,0.0135811183,0.0177180917,0.014922968200000001,0.005578178100000001,0.013673894099999999,0.0111919721,0.0230578475,0.0145218961,2.77,2.77,2.73,0.0,0.04,1.05,3.1,5.83,5.87,5.87,0.0,0.1777777778,0.1142857143,0.99,3.11,0.74,1.49,3.21,1.55,1.28,-0.31,1.08,-0.33,0.02,0.32,1.84,0.07,1.08,0.2,0.45,2.22,1.55,-0.22,0.23,0.24,1.01,0.22,-0.17,2543.1201170000004
2010-11-26,-0.6182768071,-0.0033659668,0.0193070671,-0.014640511799999999,0.0055199522999999995,0.8017880125,-0.8201837918000001,-1.6598519225,1.0844008157,2522.81960175,2514.97322905,2457.01688446,2349.24386367,0.16,0.16,0.21,1.53,2.87,0.007931739,-0.012750455400000001,4.88,5.94,-0.0028680743,0.004335347,-0.0125305923,0.0007838054,0.0006353366999999999,-0.0002821044,-0.008782936,-0.0156423129,-0.0172955975,-0.0047300353,-0.0169679448,-0.0093015745,-0.005059279,0.0020505377,0.0036900518,-0.0074685628,-0.006367715,-0.0085284496,0.0041126665,-0.0051593945,-0.0103862025,2.71,2.71,2.66,0.0,0.05,1.06,3.07,5.73,5.78,5.78,0.05,-0.0377358491,-0.0192307692,-1.61,-0.6,-0.85,-0.32,-0.12,-0.41,-1.42,-0.9,-0.51,-0.77,-0.68,-1.15,-0.56,3.09,-0.2,-1.41,-2.96,-0.67,-1.11,0.31,0.93,0.61,0.16,-3.23,-0.74,2534.560059
2010-11-29,1.6976185134000001,-0.0036850923999999998,-0.0033659668,0.0193070671,-0.014640511799999999,0.2819505691,0.2783727373,-2.0845454178,0.7102970645000001,2523.25603252,2515.94910924,2459.69151531,2350.99486971,0.16,0.18,0.21,1.51,2.84,0.022177178999999998,0.0014760148000000002,4.84,5.88,-0.010757818999999998,0.0063015786,0.0100128879,0.0027863544,0.0059365111,0.012923295900000001,0.0107594937,-0.0062600162,0.0109333333,0.002376198,0.020637936200000002,0.0031777263,-0.0245906544,-0.020763171599999998,-0.0220485044,-0.0013788582,0.0126313566,-0.0035503376,-0.0018602376999999999,-0.0010644685,-0.0022931942,2.68,2.66,2.63,0.02,0.05,1.04,3.04,5.67,5.7,5.72,0.0,0.0196078431,-0.0130718954,-0.16,2.06,-2.39,0.19,2.35,-1.99,0.08,-0.92,-1.83,0.27,1.55,-0.42,-0.02,-4.3,0.6,-0.75,1.81,-0.37,0.27,-0.21,0.58,0.58,0.69,1.65,0.29,2525.219971
2010-11-30,0.37678077060000004,-0.0106881742,-0.0036850923999999998,-0.0033659668,0.0193070671,-1.3345091956,-0.6201751748,-3.1712589850999997,-0.2638934131,2518.70584115,2514.26157312,2461.20282765,2352.45989568,0.18,0.17,0.21,1.47,2.81,-0.0187798904,0.019528371399999998,4.79,5.84,-0.0021776556,0.0011526077,0.0004907735,-0.0011264644000000001,-0.0180515479,-0.022786845400000002,-0.0087664371,-0.0058149087,-0.013452862,-0.0019754643,0.0003675735,0.0015838878,-0.0072918097,-0.0040893884,-0.0014153513000000001,-0.006070216999999999,-0.0068302237,-0.0042045459,-0.0161093213,-0.0067490975,-0.007002208100000001,2.63,2.64,2.6,-0.01,0.03,1.05,3.03,5.63,5.67,5.66,0.0,-0.1346153846,-0.026490066200000002,-0.57,-1.63,-0.73,1.73,-1.89,-0.28,-0.39,-1.07,-0.44,1.39,-0.96,0.62,-1.33,-0.71,-1.68,-0.35,3.82,-0.56,-0.59,0.17,0.46,0.45,-0.25,3.54,1.2,2498.22998
